# Force and moment coefficients
# dragDir     : (1.000000e+00 0.000000e+00 0.000000e+00)
# sideDir     : (0.000000e+00 0.000000e+00 -1.000000e+00)
# liftDir     : (0.000000e+00 1.000000e+00 0.000000e+00)
# rollAxis    : (1.000000e+00 0.000000e+00 0.000000e+00)
# pitchAxis   : (0.000000e+00 0.000000e+00 -1.000000e+00)
# yawAxis     : (0.000000e+00 1.000000e+00 0.000000e+00)
# magUInf     : 1.000000e+00
# lRef        : 2.000000e-01
# Aref        : 2.000000e-01
# CofR        : (5.000000e-01 2.500000e-01 0.000000e+00)
#
# Time        	Cd            	Cd(f)         	Cd(r)         	Cl            	Cl(f)         	Cl(r)         	CmPitch       	CmRoll        	CmYaw         	Cs            	Cs(f)         	Cs(r)         
0.0603245     	2.507680e-02	1.254197e-02	1.253482e-02	-1.429198e-04	-6.768582e-05	-7.523399e-05	3.774084e-06	3.572995e-06	6.269199e-04	1.951879e-20	6.269199e-04	-6.269199e-04
0.0641944     	2.492174e-02	1.246459e-02	1.245715e-02	-1.486994e-04	-7.049936e-05	-7.820004e-05	3.850339e-06	3.717485e-06	6.230434e-04	1.879017e-20	6.230434e-04	-6.230434e-04
0.068011      	2.476435e-02	1.238601e-02	1.237834e-02	-1.533603e-04	-7.275632e-05	-8.060402e-05	3.923852e-06	3.834009e-06	6.191087e-04	1.804963e-20	6.191087e-04	-6.191087e-04
0.0717784     	2.460235e-02	1.230511e-02	1.229724e-02	-1.572692e-04	-7.461369e-05	-8.265550e-05	4.020907e-06	3.931730e-06	6.150588e-04	1.729605e-20	6.150588e-04	-6.150588e-04
0.0754961     	2.443666e-02	1.222238e-02	1.221428e-02	-1.620069e-04	-7.687110e-05	-8.513579e-05	4.132344e-06	4.050172e-06	6.109165e-04	1.652953e-20	6.109165e-04	-6.109165e-04
0.0791735     	2.426592e-02	1.213714e-02	1.212878e-02	-1.672234e-04	-7.937451e-05	-8.784890e-05	4.237192e-06	4.180585e-06	6.066480e-04	1.575760e-20	6.066480e-04	-6.066480e-04
0.0828273     	2.410424e-02	1.205641e-02	1.204783e-02	-1.715765e-04	-8.145104e-05	-9.012542e-05	4.337192e-06	4.289411e-06	6.026061e-04	1.499850e-20	6.026061e-04	-6.026061e-04
0.0864111     	2.392418e-02	1.196647e-02	1.195771e-02	-1.752267e-04	-8.317847e-05	-9.204819e-05	4.434860e-06	4.380666e-06	5.981045e-04	1.422069e-20	5.981045e-04	-5.981045e-04
0.0899871     	2.375979e-02	1.188436e-02	1.187543e-02	-1.786234e-04	-8.478877e-05	-9.383458e-05	4.522906e-06	4.465584e-06	5.939948e-04	1.345417e-20	5.939948e-04	-5.939948e-04
0.0935631     	2.359239e-02	1.180079e-02	1.179160e-02	-1.837068e-04	-8.724026e-05	-9.646658e-05	4.613156e-06	4.592671e-06	5.898099e-04	1.266956e-20	5.898099e-04	-5.898099e-04
0.0971392     	2.342289e-02	1.171615e-02	1.170674e-02	-1.881906e-04	-8.939510e-05	-9.879552e-05	4.700209e-06	4.704765e-06	5.855723e-04	1.186329e-20	5.855723e-04	-5.855723e-04
0.100694      	2.323459e-02	1.162212e-02	1.161247e-02	-1.930722e-04	-9.175066e-05	-1.013215e-04	4.785436e-06	4.826805e-06	5.808648e-04	1.101344e-20	5.808648e-04	-5.808648e-04
0.104145      	2.305751e-02	1.153369e-02	1.152381e-02	-1.976265e-04	-9.394264e-05	-1.036838e-04	4.870599e-06	4.940662e-06	5.764376e-04	1.018174e-20	5.764376e-04	-5.764376e-04
0.107567      	2.288611e-02	1.144810e-02	1.143801e-02	-2.017896e-04	-9.592028e-05	-1.058693e-04	4.974528e-06	5.044741e-06	5.721527e-04	9.341975e-21	5.721527e-04	-5.721527e-04
0.110961      	2.271605e-02	1.136319e-02	1.135286e-02	-2.064534e-04	-9.811532e-05	-1.083381e-04	5.111377e-06	5.161335e-06	5.679013e-04	8.499389e-21	5.679013e-04	-5.679013e-04
0.114329      	2.254649e-02	1.127852e-02	1.126797e-02	-2.111713e-04	-1.003452e-04	-1.108261e-04	5.240431e-06	5.279282e-06	5.636623e-04	7.655585e-21	5.636623e-04	-5.636623e-04
0.117675      	2.237733e-02	1.119407e-02	1.118326e-02	-2.162321e-04	-1.027473e-04	-1.134848e-04	5.368727e-06	5.405802e-06	5.594333e-04	6.810110e-21	5.594333e-04	-5.594333e-04
0.121007      	2.221765e-02	1.111436e-02	1.110329e-02	-2.213287e-04	-1.051386e-04	-1.161901e-04	5.525717e-06	5.533217e-06	5.554413e-04	5.969203e-21	5.554413e-04	-5.554413e-04
0.124302      	2.205259e-02	1.103195e-02	1.102064e-02	-2.261507e-04	-1.073427e-04	-1.188080e-04	5.732687e-06	5.653767e-06	5.513147e-04	5.111738e-21	5.513147e-04	-5.513147e-04
0.127597      	2.189703e-02	1.095431e-02	1.094272e-02	-2.317814e-04	-1.099294e-04	-1.218520e-04	5.961342e-06	5.794535e-06	5.474258e-04	4.253381e-21	5.474258e-04	-5.474258e-04
0.130852      	2.173492e-02	1.087340e-02	1.086152e-02	-2.377418e-04	-1.126894e-04	-1.250523e-04	6.181454e-06	5.943544e-06	5.433731e-04	3.380484e-21	5.433731e-04	-5.433731e-04
0.134097      	2.158350e-02	1.079781e-02	1.078569e-02	-2.423520e-04	-1.147766e-04	-1.275754e-04	6.399388e-06	6.058800e-06	5.395875e-04	2.520036e-21	5.395875e-04	-5.395875e-04
0.137343      	2.143485e-02	1.072366e-02	1.071119e-02	-2.493819e-04	-1.181298e-04	-1.312521e-04	6.561169e-06	6.234547e-06	5.358713e-04	1.648817e-21	5.358713e-04	-5.358713e-04
0.140588      	2.128926e-02	1.065099e-02	1.063827e-02	-2.545226e-04	-1.205295e-04	-1.339931e-04	6.731819e-06	6.363064e-06	5.322315e-04	7.701332e-22	5.322315e-04	-5.322315e-04
0.143834      	2.114887e-02	1.058092e-02	1.056795e-02	-2.594391e-04	-1.228185e-04	-1.366207e-04	6.901078e-06	6.485979e-06	5.287217e-04	-1.203425e-22	5.287217e-04	-5.287217e-04
0.147079      	2.100951e-02	1.051137e-02	1.049814e-02	-2.645436e-04	-1.251395e-04	-1.394041e-04	7.132336e-06	6.613590e-06	5.252377e-04	-1.020852e-21	5.252377e-04	-5.252377e-04
0.150316      	2.085117e-02	1.043232e-02	1.041885e-02	-2.695006e-04	-1.273817e-04	-1.421189e-04	7.368581e-06	6.737516e-06	5.212793e-04	-1.953417e-21	5.212793e-04	-5.212793e-04
0.153469      	2.072728e-02	1.037048e-02	1.035680e-02	-2.736651e-04	-1.292465e-04	-1.444186e-04	7.586010e-06	6.841627e-06	5.181820e-04	-2.830760e-21	5.181820e-04	-5.181820e-04
0.15661       	2.059686e-02	1.030535e-02	1.029151e-02	-2.769065e-04	-1.306254e-04	-1.462810e-04	7.827815e-06	6.922662e-06	5.149216e-04	-3.731461e-21	5.149216e-04	-5.149216e-04
0.159732      	2.047778e-02	1.024591e-02	1.023187e-02	-2.808032e-04	-1.323225e-04	-1.484807e-04	8.079132e-06	7.020080e-06	5.119446e-04	-4.619773e-21	5.119446e-04	-5.119446e-04
0.162846      	2.035330e-02	1.018378e-02	1.016951e-02	-2.854565e-04	-1.343964e-04	-1.510602e-04	8.331902e-06	7.136413e-06	5.088324e-04	-5.517774e-21	5.088324e-04	-5.088324e-04
0.165942      	2.023614e-02	1.012520e-02	1.011094e-02	-2.853078e-04	-1.340858e-04	-1.512220e-04	8.568086e-06	7.132696e-06	5.059035e-04	-6.399391e-21	5.059035e-04	-5.059035e-04
0.169038      	2.012200e-02	1.006825e-02	1.005375e-02	-2.900226e-04	-1.362203e-04	-1.538023e-04	8.791028e-06	7.250564e-06	5.030499e-04	-7.282788e-21	5.030499e-04	-5.030499e-04
0.172107      	2.000314e-02	1.000881e-02	9.994326e-03	-2.897539e-04	-1.358725e-04	-1.538814e-04	9.004441e-06	7.243846e-06	5.000785e-04	-8.158622e-21	5.000785e-04	-5.000785e-04
0.175172      	1.988971e-02	9.952095e-03	9.937615e-03	-2.896139e-04	-1.355859e-04	-1.540279e-04	9.220997e-06	7.240347e-06	4.972427e-04	-9.025945e-21	4.972427e-04	-4.972427e-04
0.178237      	1.977233e-02	9.893361e-03	9.878970e-03	-2.878057e-04	-1.344633e-04	-1.533425e-04	9.439590e-06	7.195143e-06	4.943083e-04	-9.891087e-21	4.943083e-04	-4.943083e-04
0.181297      	1.964450e-02	9.829346e-03	9.815153e-03	-2.838655e-04	-1.322857e-04	-1.515797e-04	9.647000e-06	7.096637e-06	4.911125e-04	-1.076115e-20	4.911125e-04	-4.911125e-04
0.184314      	1.952616e-02	9.769987e-03	9.756176e-03	-2.762200e-04	-1.282726e-04	-1.479474e-04	9.837372e-06	6.905501e-06	4.881541e-04	-1.159598e-20	4.881541e-04	-4.881541e-04
0.18733       	1.939660e-02	9.705035e-03	9.691562e-03	-2.694719e-04	-1.247174e-04	-1.447545e-04	1.001852e-05	6.736798e-06	4.849149e-04	-1.243150e-20	4.849149e-04	-4.849149e-04
0.190347      	1.926389e-02	9.638381e-03	9.625510e-03	-2.574224e-04	-1.185173e-04	-1.389051e-04	1.019387e-05	6.435560e-06	4.815973e-04	-1.326269e-20	4.815973e-04	-4.815973e-04
0.193364      	1.911986e-02	9.566076e-03	9.553786e-03	-2.457986e-04	-1.125321e-04	-1.332664e-04	1.036716e-05	6.144964e-06	4.779966e-04	-1.408956e-20	4.779966e-04	-4.779966e-04
0.19638       	1.896272e-02	9.487174e-03	9.475547e-03	-2.325448e-04	-1.057318e-04	-1.268129e-04	1.054055e-05	5.813620e-06	4.740680e-04	-1.491305e-20	4.740680e-04	-4.740680e-04
0.199397      	1.879547e-02	9.403158e-03	9.392308e-03	-2.169997e-04	-9.778274e-05	-1.192170e-04	1.071711e-05	5.424993e-06	4.698867e-04	-1.573230e-20	4.698867e-04	-4.698867e-04
0.202395      	1.861268e-02	9.311338e-03	9.301341e-03	-1.999272e-04	-8.906405e-05	-1.108632e-04	1.089956e-05	4.998181e-06	4.653170e-04	-1.654691e-20	4.653170e-04	-4.653170e-04
0.205385      	1.841534e-02	9.212224e-03	9.203120e-03	-1.820833e-04	-7.996270e-05	-1.021206e-04	1.107896e-05	4.552083e-06	4.603836e-04	-1.735523e-20	4.603836e-04	-4.603836e-04
0.20836       	1.820197e-02	9.105073e-03	9.096897e-03	-1.635254e-04	-7.051459e-05	-9.301084e-05	1.124812e-05	4.088136e-06	4.550492e-04	-1.815444e-20	4.550492e-04	-4.550492e-04
0.211334      	1.797140e-02	8.989309e-03	8.982090e-03	-1.443744e-04	-6.078498e-05	-8.358942e-05	1.140222e-05	3.609360e-06	4.492850e-04	-1.894931e-20	4.492850e-04	-4.492850e-04
0.214308      	1.771966e-02	8.862918e-03	8.856737e-03	-1.236313e-04	-5.026886e-05	-7.336246e-05	1.154680e-05	3.090783e-06	4.429914e-04	-1.973973e-20	4.429914e-04	-4.429914e-04
0.217283      	1.744899e-02	8.727055e-03	8.721935e-03	-1.024003e-04	-3.951275e-05	-6.288753e-05	1.168739e-05	2.560007e-06	4.362248e-04	-2.052660e-20	4.362248e-04	-4.362248e-04
0.220257      	1.715614e-02	8.580084e-03	8.576057e-03	-8.055745e-05	-2.845513e-05	-5.210231e-05	1.182359e-05	2.013936e-06	4.289035e-04	-2.130973e-20	4.289035e-04	-4.289035e-04
0.223225      	1.684472e-02	8.423801e-03	8.420917e-03	-5.768138e-05	-1.687617e-05	-4.080521e-05	1.196452e-05	1.442034e-06	4.211180e-04	-2.208692e-20	4.211180e-04	-4.211180e-04
0.226167      	1.651524e-02	8.258461e-03	8.256778e-03	-3.366671e-05	-4.725272e-06	-2.894144e-05	1.210808e-05	8.416678e-07	4.128810e-04	-2.284889e-20	4.128810e-04	-4.128810e-04
0.229109      	1.616542e-02	8.082965e-03	8.082455e-03	-1.020649e-05	7.148295e-06	-1.735478e-05	1.225154e-05	2.551622e-07	4.041355e-04	-2.360397e-20	4.041355e-04	-4.041355e-04
0.232052      	1.579894e-02	7.899155e-03	7.899783e-03	1.254550e-05	1.866957e-05	-6.124074e-06	1.239682e-05	-3.136375e-07	3.949735e-04	-2.435085e-20	3.949735e-04	-3.949735e-04
0.234994      	1.541151e-02	7.704787e-03	7.706726e-03	3.877525e-05	3.193251e-05	6.842748e-06	1.254488e-05	-9.693814e-07	3.852878e-04	-2.508705e-20	3.852878e-04	-3.852878e-04
0.237936      	1.500873e-02	7.502744e-03	7.505988e-03	6.488581e-05	4.513651e-05	1.974930e-05	1.269361e-05	-1.622145e-06	3.752183e-04	-2.581678e-20	3.752183e-04	-3.752183e-04
0.240879      	1.459161e-02	7.293546e-03	7.298059e-03	9.025446e-05	5.796687e-05	3.228759e-05	1.283964e-05	-2.256361e-06	3.647901e-04	-2.653944e-20	3.647901e-04	-3.647901e-04
0.243821      	1.415811e-02	7.076061e-03	7.082051e-03	1.198131e-04	7.289327e-05	4.691980e-05	1.298674e-05	-2.995327e-06	3.539528e-04	-2.725119e-20	3.539528e-04	-3.539528e-04
0.246763      	1.371314e-02	6.852867e-03	6.860274e-03	1.481480e-04	8.720483e-05	6.094319e-05	1.313082e-05	-3.703701e-06	3.428285e-04	-2.795626e-20	3.428285e-04	-3.428285e-04
0.249706      	1.325683e-02	6.624005e-03	6.632824e-03	1.763861e-04	1.014646e-04	7.492151e-05	1.327152e-05	-4.409652e-06	3.314207e-04	-2.865261e-20	3.314207e-04	-3.314207e-04
0.252647      	1.279128e-02	6.390409e-03	6.400868e-03	2.091930e-04	1.180205e-04	9.117248e-05	1.342403e-05	-5.229825e-06	3.197819e-04	-2.933715e-20	3.197819e-04	-3.197819e-04
0.255588      	1.231695e-02	6.152448e-03	6.164502e-03	2.410824e-04	1.341181e-04	1.069643e-04	1.357693e-05	-6.027061e-06	3.079237e-04	-3.001421e-20	3.079237e-04	-3.079237e-04
0.258529      	1.183637e-02	5.911324e-03	5.925047e-03	2.744635e-04	1.509605e-04	1.235030e-04	1.372875e-05	-6.861587e-06	2.959093e-04	-3.068218e-20	2.959093e-04	-2.959093e-04
0.261471      	1.135023e-02	5.667368e-03	5.682860e-03	3.098473e-04	1.688003e-04	1.410470e-04	1.387663e-05	-7.746183e-06	2.837557e-04	-3.134018e-20	2.837557e-04	-2.837557e-04
0.264412      	1.085951e-02	5.421114e-03	5.438399e-03	3.456910e-04	1.868818e-04	1.588092e-04	1.403632e-05	-8.642275e-06	2.714878e-04	-3.198976e-20	2.714878e-04	-2.714878e-04
0.267353      	1.036539e-02	5.173120e-03	5.192267e-03	3.829230e-04	2.056553e-04	1.772677e-04	1.419384e-05	-9.573075e-06	2.591347e-04	-3.262999e-20	2.591347e-04	-2.591347e-04
0.270294      	9.869970e-03	4.924404e-03	4.945566e-03	4.232288e-04	2.259617e-04	1.972671e-04	1.434729e-05	-1.058072e-05	2.467492e-04	-3.325944e-20	2.467492e-04	-2.467492e-04
0.273235      	9.372987e-03	4.674906e-03	4.698081e-03	4.635120e-04	2.462536e-04	2.172584e-04	1.449763e-05	-1.158780e-05	2.343247e-04	-3.388098e-20	2.343247e-04	-2.343247e-04
0.276176      	8.876474e-03	4.425612e-03	4.450862e-03	5.049997e-04	2.671519e-04	2.378477e-04	1.465211e-05	-1.262499e-05	2.219119e-04	-3.449368e-20	2.219119e-04	-2.219119e-04
0.279118      	8.379124e-03	4.175869e-03	4.203255e-03	5.477127e-04	2.886612e-04	2.590515e-04	1.480485e-05	-1.369282e-05	2.094781e-04	-3.509695e-20	2.094781e-04	-2.094781e-04
0.282059      	7.883763e-03	3.927127e-03	3.956636e-03	5.901733e-04	3.100439e-04	2.801294e-04	1.495725e-05	-1.475433e-05	1.970941e-04	-3.569223e-20	1.970941e-04	-1.970941e-04
0.285         	7.389672e-03	3.678881e-03	3.710791e-03	6.382074e-04	3.342132e-04	3.039943e-04	1.510944e-05	-1.595519e-05	1.847418e-04	-3.627475e-20	1.847418e-04	-1.847418e-04
0.287941      	6.898618e-03	3.432168e-03	3.466451e-03	6.856626e-04	3.580924e-04	3.275702e-04	1.526110e-05	-1.714156e-05	1.724655e-04	-3.684976e-20	1.724655e-04	-1.724655e-04
0.290882      	6.408111e-03	3.185685e-03	3.222426e-03	7.348237e-04	3.828255e-04	3.519982e-04	1.541362e-05	-1.837059e-05	1.602028e-04	-3.741381e-20	1.602028e-04	-1.602028e-04
0.293824      	5.920560e-03	2.940667e-03	2.979892e-03	7.845086e-04	4.078175e-04	3.766911e-04	1.556325e-05	-1.961271e-05	1.480140e-04	-3.796889e-20	1.480140e-04	-1.480140e-04
0.296765      	5.437598e-03	2.697888e-03	2.739710e-03	8.364429e-04	4.339335e-04	4.025094e-04	1.571205e-05	-2.091107e-05	1.359399e-04	-3.851354e-20	1.359399e-04	-1.359399e-04
0.299706      	4.957559e-03	2.456530e-03	2.501029e-03	8.899762e-04	4.608540e-04	4.291223e-04	1.586584e-05	-2.224941e-05	1.239390e-04	-3.904725e-20	1.239390e-04	-1.239390e-04
0.302693      	4.468582e-03	2.210662e-03	2.257920e-03	9.451743e-04	4.886100e-04	4.565643e-04	1.602288e-05	-2.362936e-05	1.117146e-04	-3.958371e-20	1.117146e-04	-1.117146e-04
0.305687      	3.987971e-03	1.968899e-03	2.019072e-03	1.003471e-03	5.179131e-04	4.855577e-04	1.617769e-05	-2.508677e-05	9.969928e-05	-4.010499e-20	9.969928e-05	-9.969928e-05
0.308681      	3.510077e-03	1.728460e-03	1.781617e-03	1.063147e-03	5.479031e-04	5.152442e-04	1.632947e-05	-2.657868e-05	8.775192e-05	-4.061480e-20	8.775192e-05	-8.775192e-05
0.311684      	3.032311e-03	1.488073e-03	1.544238e-03	1.123297e-03	5.781279e-04	5.451687e-04	1.647956e-05	-2.808242e-05	7.580779e-05	-4.111795e-20	7.580779e-05	-7.580779e-05
0.314701      	2.560397e-03	1.250516e-03	1.309881e-03	1.187307e-03	6.102833e-04	5.770238e-04	1.662972e-05	-2.968268e-05	6.400992e-05	-4.160934e-20	6.400992e-05	-6.400992e-05
0.317718      	2.093708e-03	1.015613e-03	1.078095e-03	1.249642e-03	6.416020e-04	6.080400e-04	1.678100e-05	-3.124105e-05	5.234271e-05	-4.209022e-20	5.234271e-05	-5.234271e-05
0.320735      	1.631203e-03	7.827249e-04	8.484784e-04	1.315071e-03	6.744677e-04	6.406033e-04	1.693223e-05	-3.287677e-05	4.078008e-05	-4.255656e-20	4.078008e-05	-4.078008e-05
0.323778      	1.165025e-03	5.479486e-04	6.170765e-04	1.382559e-03	7.083615e-04	6.741976e-04	1.708196e-05	-3.456398e-05	2.912563e-05	-4.301958e-20	2.912563e-05	-2.912563e-05
0.326827      	7.074668e-04	3.174558e-04	3.900110e-04	1.451105e-03	7.427824e-04	7.083223e-04	1.723007e-05	-3.627762e-05	1.768667e-05	-4.346846e-20	1.768667e-05	-1.768667e-05
0.329876      	2.556437e-04	8.982335e-05	1.658203e-04	1.519940e-03	7.773490e-04	7.425907e-04	1.737918e-05	-3.799849e-05	6.391092e-06	-4.390717e-20	6.391092e-06	-6.391092e-06
0.332925      	-1.922007e-04	-1.358976e-04	-5.630307e-05	1.591891e-03	8.134743e-04	7.784170e-04	1.752862e-05	-3.979728e-05	-4.805018e-06	-4.433028e-20	-4.805018e-06	4.805018e-06
0.335974      	-6.329592e-04	-3.580716e-04	-2.748876e-04	1.663680e-03	8.495175e-04	8.141627e-04	1.767742e-05	-4.159201e-05	-1.582398e-05	-4.474281e-20	-1.582398e-05	1.582398e-05
0.339023      	-1.067281e-03	-5.770913e-04	-4.901895e-04	1.738035e-03	8.868445e-04	8.511906e-04	1.782694e-05	-4.345088e-05	-2.668202e-05	-4.514205e-20	-2.668202e-05	2.668202e-05
0.342072      	-1.495846e-03	-7.932654e-04	-7.025807e-04	1.813694e-03	9.248249e-04	8.888689e-04	1.797798e-05	-4.534234e-05	-3.739615e-05	-4.552762e-20	-3.739615e-05	3.739615e-05
0.345121      	-1.916591e-03	-1.005565e-03	-9.110264e-04	1.890763e-03	9.635049e-04	9.272585e-04	1.812322e-05	-4.726909e-05	-4.791478e-05	-4.590013e-20	-4.791478e-05	4.791478e-05
0.348171      	-2.333429e-03	-1.215917e-03	-1.117512e-03	1.968089e-03	1.002313e-03	9.657766e-04	1.826799e-05	-4.920223e-05	-5.833573e-05	-4.625766e-20	-5.833573e-05	5.833573e-05
0.35125       	-2.757476e-03	-1.429949e-03	-1.327526e-03	2.048464e-03	1.042643e-03	1.005821e-03	1.841120e-05	-5.121159e-05	-6.893689e-05	-4.662091e-20	-6.893689e-05	6.893689e-05
0.354391      	-3.174690e-03	-1.640673e-03	-1.534016e-03	2.133137e-03	1.085118e-03	1.048018e-03	1.855011e-05	-5.332842e-05	-7.936724e-05	-4.696726e-20	-7.936724e-05	7.936724e-05
0.357539      	-3.586254e-03	-1.848571e-03	-1.737684e-03	2.217747e-03	1.127562e-03	1.090185e-03	1.868874e-05	-5.544367e-05	-8.965636e-05	-4.730284e-20	-8.965636e-05	8.965636e-05
0.360708      	-3.984109e-03	-2.049697e-03	-1.934413e-03	2.305675e-03	1.171664e-03	1.134011e-03	1.882606e-05	-5.764187e-05	-9.960274e-05	-4.761698e-20	-9.960274e-05	9.960274e-05
0.363885      	-4.382261e-03	-2.251011e-03	-2.131250e-03	2.395218e-03	1.216573e-03	1.178646e-03	1.896355e-05	-5.988046e-05	-1.095565e-04	-4.792142e-20	-1.095565e-04	1.095565e-04
0.367081      	-4.767486e-03	-2.445897e-03	-2.321589e-03	2.486167e-03	1.262182e-03	1.223984e-03	1.909879e-05	-6.215416e-05	-1.191872e-04	-4.820645e-20	-1.191872e-04	1.191872e-04
0.370287      	-5.152518e-03	-2.640747e-03	-2.511771e-03	2.579513e-03	1.308992e-03	1.270521e-03	1.923554e-05	-6.448782e-05	-1.288129e-04	-4.848188e-20	-1.288129e-04	1.288129e-04
0.373517      	-5.522662e-03	-2.828159e-03	-2.694502e-03	2.673140e-03	1.355940e-03	1.317200e-03	1.937027e-05	-6.682849e-05	-1.380665e-04	-4.873660e-20	-1.380665e-04	1.380665e-04
0.376746      	-5.883761e-03	-3.011117e-03	-2.872643e-03	2.769483e-03	1.404247e-03	1.365236e-03	1.950558e-05	-6.923708e-05	-1.470940e-04	-4.896898e-20	-1.470940e-04	1.470940e-04
0.380013      	-6.246997e-03	-3.195176e-03	-3.051821e-03	2.867093e-03	1.453203e-03	1.413890e-03	1.965615e-05	-7.167733e-05	-1.561749e-04	-4.920554e-20	-1.561749e-04	1.561749e-04
0.38329       	-6.592482e-03	-3.370355e-03	-3.222127e-03	2.964555e-03	1.502087e-03	1.462469e-03	1.980887e-05	-7.411389e-05	-1.648121e-04	-4.941204e-20	-1.648121e-04	1.648121e-04
0.386566      	-6.927906e-03	-3.540561e-03	-3.387345e-03	3.064308e-03	1.552114e-03	1.512194e-03	1.996006e-05	-7.660770e-05	-1.731976e-04	-4.960351e-20	-1.731976e-04	1.731976e-04
0.389843      	-7.251563e-03	-3.704879e-03	-3.546683e-03	3.163920e-03	1.602068e-03	1.561852e-03	2.010809e-05	-7.909800e-05	-1.812891e-04	-4.978122e-20	-1.812891e-04	1.812891e-04
0.393119      	-7.565863e-03	-3.864523e-03	-3.701340e-03	3.263677e-03	1.652092e-03	1.611585e-03	2.025323e-05	-8.159192e-05	-1.891466e-04	-4.994254e-20	-1.891466e-04	1.891466e-04
0.396396      	-7.869125e-03	-4.018668e-03	-3.850458e-03	3.364201e-03	1.702496e-03	1.661704e-03	2.039595e-05	-8.410502e-05	-1.967281e-04	-5.008750e-20	-1.967281e-04	1.967281e-04
0.399672      	-8.160691e-03	-4.166934e-03	-3.993757e-03	3.463552e-03	1.752314e-03	1.711238e-03	2.053840e-05	-8.658880e-05	-2.040173e-04	-5.021722e-20	-2.040173e-04	2.040173e-04
0.403055      	-8.479236e-03	-4.328795e-03	-4.150441e-03	3.567070e-03	1.804215e-03	1.762854e-03	2.068047e-05	-8.917674e-05	-2.119809e-04	-5.036639e-20	-2.119809e-04	2.119809e-04
0.406469      	-8.768011e-03	-4.475762e-03	-4.292249e-03	3.670257e-03	1.855954e-03	1.814303e-03	2.082524e-05	-9.175643e-05	-2.192003e-04	-5.047738e-20	-2.192003e-04	2.192003e-04
